Datetime,City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
2019-10-08,,2019-10-08,13.49,37.83,2.45,7.57,6.12,7.17,0.5,19.01,27.18,0.29,0.78,0.28,70.0,
2019-10-09,,2019-10-09,45.2,69.26,23.33,72.02,63.4,,23.33,50.39,39.15,2.14,32.05,0.52,468.0,
2019-10-09,,2019-10-09,,,,,,,,,,,,,,
2019-10-09,,2019-10-09,33.74,106.76,17.0,42.43,35.44,6.52,0.95,10.84,17.76,5.37,12.5,5.13,111.0,
2019-10-09,,2019-10-09,20.67,58.85,5.4,12.3,13.55,10.59,0.73,5.49,22.64,1.45,1.91,,67.0,
2019-10-09,,2019-10-09,22.01,45.15,10.77,11.61,30.14,2.32,0.57,12.4,16.13,0.0,,,51.0,
2019-10-09,,2019-10-09,15.0,27.46,8.67,9.24,,6.28,,3.43,5.25,,,,27.0,
2019-10-09,,2019-10-09,39.22,75.57,14.89,11.7,24.65,9.68,0.94,9.5,14.2,2.08,1.13,2.0,81.0,
2019-10-09,,2019-10-09,19.25,26.54,8.49,7.04,15.52,3.31,1.48,8.47,13.55,0.01,0.07,,76.0,
2019-10-09,,2019-10-09,16.98,36.49,3.6,11.43,8.46,19.29,1.95,11.01,5.19,0.0,,,102.0,
2019-10-09,,2019-10-09,56.74,115.21,9.41,34.64,36.8,50.9,0.85,11.14,37.87,1.01,4.91,,108.0,
2019-10-09,,2019-10-09,64.48,144.47,16.24,34.12,34.48,29.2,1.07,9.49,40.53,2.34,27.18,2.8,139.0,
2019-10-09,,2019-10-09,13.89,51.1,10.6,12.29,22.61,9.89,0.39,11.8,10.38,1.18,,,54.0,
2019-10-09,,2019-10-09,14.98,39.67,2.63,13.26,7.91,7.77,0.31,6.41,16.46,0.08,0.6,0.05,39.0,
2019-10-09,,2019-10-09,20.96,43.09,3.85,12.27,15.97,16.92,0.39,3.36,27.4,12.24,12.76,1.34,49.0,
2019-10-09,,2019-10-09,35.24,,8.21,18.6,17.79,29.6,1.02,4.65,35.66,2.1,5.48,,74.0,
2019-10-09,,2019-10-09,9.82,15.96,1.21,3.53,1.45,3.65,0.24,5.46,28.78,0.19,0.86,,35.0,
2019-10-09,,2019-10-09,50.89,,19.31,73.32,30.71,,1.32,55.74,,2.0,10.05,6.74,98.0,
2019-10-09,,2019-10-09,11.86,27.14,0.77,2.66,1.56,1.39,0.7,1.33,24.46,,,,48.0,
2019-10-09,,2019-10-09,,97.12,7.68,2.76,10.41,1.37,0.75,8.71,33.4,4.53,2.14,1.4,88.0,
2019-10-09,,2019-10-09,75.84,151.93,5.71,8.48,13.77,,0.61,13.93,47.73,1.99,5.97,,118.0,
2019-10-09,,2019-10-09,37.85,55.29,3.93,12.45,16.37,24.9,0.75,6.38,68.76,0.17,1.12,,111.0,
2019-10-09,,2019-10-09,24.15,62.87,22.48,8.45,30.93,7.38,1.03,36.23,0.5,0.42,,,69.0,
2019-10-10,,2019-10-10,42.01,67.7,9.18,9.23,,6.31,,5.42,,,,,71.0,
2019-10-10,,2019-10-10,39.03,81.82,22.43,33.69,55.32,13.7,0.89,11.46,24.9,2.62,,,89.0,
2019-10-10,,2019-10-10,42.55,126.36,10.57,43.5,31.74,15.13,1.05,10.09,66.05,,,,118.0,
2019-10-10,,2019-10-10,25.84,80.25,23.95,47.16,44.64,15.95,0.93,28.64,20.76,4.82,10.91,3.91,81.0,
2019-10-10,,2019-10-10,18.4,33.61,0.98,4.23,2.42,2.02,0.84,0.95,40.39,,,,67.0,
2019-10-10,,2019-10-10,20.81,40.97,16.9,11.06,39.57,1.41,0.47,14.25,18.3,0.0,,,34.0,
2019-10-10,,2019-10-10,26.48,63.49,,,0.0,,0.0,,,0.35,,,78.0,
2019-10-10,,2019-10-10,,20.78,,,0.0,,0.47,5.58,32.71,0.0,0.0,,48.0,
2019-10-10,,2019-10-10,18.42,50.05,16.7,10.6,26.52,6.89,0.89,28.54,11.0,0.0,,,,
2019-10-10,,2019-10-10,39.07,64.26,5.7,32.44,18.72,9.82,0.63,3.94,19.34,0.75,5.37,2.06,80.0,
2019-10-10,,2019-10-10,63.28,,11.76,30.13,25.34,38.89,1.38,5.5,30.3,2.18,6.89,,149.0,
2019-10-10,,2019-10-10,33.08,40.8,7.38,12.03,19.42,2.95,1.77,10.22,29.95,0.01,0.12,,95.0,
2019-10-10,,2019-10-10,100.82,215.18,34.75,50.32,54.51,29.71,1.34,13.83,53.51,4.49,36.66,2.06,208.0,
2019-10-10,,2019-10-10,21.05,31.3,5.93,14.29,12.62,11.94,0.7,12.85,24.81,0.16,2.59,0.27,45.0,
2019-10-10,,2019-10-10,83.57,,72.45,56.19,87.42,,1.35,3.04,50.07,0.0,0.0,,153.0,
2019-10-10,,2019-10-10,39.96,92.04,18.11,44.44,50.57,27.22,0.75,9.87,36.15,2.18,8.88,,104.0,
2019-10-10,,2019-10-10,14.75,52.87,16.19,19.56,35.72,9.22,0.62,4.72,16.92,30.08,26.22,2.78,51.0,
2019-10-10,,2019-10-10,52.77,,14.19,45.07,32.02,,1.5,56.89,,,,,103.0,
2019-10-10,,2019-10-10,73.77,70.64,12.43,36.15,37.94,18.0,0.87,4.81,34.15,1.01,3.94,,146.0,
2019-10-10,,2019-10-10,56.82,121.89,13.25,6.53,13.7,6.21,0.74,12.52,19.27,7.2,0.99,1.89,117.0,
2019-10-10,,2019-10-10,21.13,67.66,8.86,20.03,20.52,49.41,0.8,5.86,46.63,0.02,0.73,,92.0,
2019-10-10,,2019-10-10,117.13,188.14,59.24,199.03,144.33,,59.24,134.87,62.92,1.15,23.37,2.04,1195.0,
2019-10-10,,2019-10-10,36.76,64.47,10.5,11.64,20.98,30.77,0.31,1.64,42.89,3.24,1.15,2.0,77.0,
2019-10-11,,2019-10-11,72.51,131.65,18.24,7.08,15.67,,0.85,12.45,9.62,4.04,6.33,1.23,106.0,
2019-10-11,,2019-10-11,43.3,95.82,12.63,3.84,7.34,49.2,0.31,14.83,5.48,0.0,,,99.0,
2019-10-11,,2019-10-11,38.34,88.54,14.13,41.66,33.73,6.36,0.88,11.09,42.15,4.12,9.27,2.42,111.0,
2019-10-11,,2019-10-11,49.51,98.73,26.17,30.33,56.49,13.09,1.02,9.21,21.17,5.78,,,97.0,
2019-10-11,,2019-10-11,42.71,98.61,8.7,9.21,,6.3,,6.06,56.02,,,,97.0,
2019-10-11,,2019-10-11,157.5,256.26,5.42,33.07,25.61,,0.77,11.01,30.41,2.0,5.99,,300.0,
2019-10-11,,2019-10-11,51.46,82.75,1.84,12.24,8.01,11.48,0.64,11.75,44.89,0.49,2.46,0.12,126.0,
2019-10-11,,2019-10-11,99.16,177.35,10.72,43.8,32.01,19.28,1.34,11.29,90.45,,,,234.0,
2019-10-11,,2019-10-11,76.91,143.75,6.01,36.9,35.2,32.89,0.83,10.81,68.85,2.01,8.37,,188.0,
2019-10-11,,2019-10-11,23.15,25.42,8.75,14.92,23.68,4.07,0.28,9.79,44.49,0.0,0.0,,69.0,
2019-10-11,,2019-10-11,93.13,198.2,11.81,13.01,24.79,17.81,0.98,5.46,53.81,0.0,2.57,,230.0,
2019-10-11,,2019-10-11,52.86,102.92,11.34,30.63,31.84,20.13,1.0,5.26,41.1,0.93,3.12,,96.0,
2019-10-11,,2019-10-11,105.68,,22.75,44.77,42.04,29.81,1.53,7.82,26.51,2.46,7.92,,265.0,
2019-10-11,,2019-10-11,192.35,296.44,30.88,50.35,56.41,32.4,1.44,13.95,38.5,3.79,29.59,0.55,339.0,
2019-10-11,,2019-10-11,101.6,,49.57,99.05,55.73,,1.35,55.44,53.98,8.19,31.14,32.14,265.0,
2019-10-11,,2019-10-11,72.38,133.78,3.52,28.07,17.44,12.72,0.57,11.76,38.45,0.81,4.98,1.41,169.0,
2019-10-11,,2019-10-11,84.92,143.08,17.28,10.24,27.46,13.05,0.41,10.17,22.42,2.18,2.92,2.0,140.0,
2019-10-11,,2019-10-11,23.65,74.15,36.26,2.31,38.54,8.16,1.12,34.5,11.73,0.0,,,74.0,
2019-10-11,,2019-10-11,15.96,28.8,11.05,8.88,27.67,2.95,0.54,10.1,18.07,1.99,,,50.0,
2019-10-11,,2019-10-11,68.07,133.46,9.16,155.92,86.5,,9.16,168.45,51.38,2.14,27.52,1.91,282.0,
2019-10-11,,2019-10-11,,,,,,,,,,,,,,
2019-10-11,,2019-10-11,9.64,30.39,0.94,2.16,1.68,2.38,1.02,8.68,32.36,,,,63.0,
2019-10-11,,2019-10-11,19.4,43.14,6.53,19.76,25.71,13.62,0.51,6.03,37.37,11.66,17.12,1.51,53.0,
2019-10-12,,2019-10-12,58.14,116.77,12.36,43.91,31.49,14.78,0.86,6.12,24.18,2.83,21.08,4.2,117.0,
2019-10-12,,2019-10-12,162.21,,41.42,56.73,59.81,33.57,1.9,14.18,15.74,4.47,13.65,,314.0,
2019-10-12,,2019-10-12,236.4,363.3,85.62,72.63,115.07,59.1,2.41,12.49,38.14,6.87,50.04,3.14,377.0,
2019-10-12,,2019-10-12,79.14,247.47,9.73,35.33,41.27,,2.43,18.4,12.23,0.0,,,218.0,
2019-10-12,,2019-10-12,222.8,,30.79,25.21,38.43,,2.3,12.6,19.69,2.68,8.41,8.79,376.0,
2019-10-12,,2019-10-12,24.02,95.84,29.64,37.62,44.11,7.15,0.95,7.82,40.3,5.08,11.08,4.02,91.0,
2019-10-12,,2019-10-12,192.51,299.38,83.85,60.68,106.34,,2.6,66.06,35.58,2.0,6.0,,347.0,
2019-10-12,,2019-10-12,37.72,,5.6,19.62,24.72,,0.6,7.23,20.15,0.0,0.08,,56.0,
2019-10-12,,2019-10-12,90.07,153.17,27.56,20.88,32.57,35.75,0.86,11.91,8.73,3.3,0.43,1.0,218.0,
2019-10-12,,2019-10-12,82.35,173.7,29.29,21.61,40.7,61.29,0.91,11.96,5.07,0.0,,,151.0,
2019-10-12,,2019-10-12,149.21,212.45,45.12,11.83,86.76,19.7,1.35,12.23,18.4,2.46,,,278.0,
2019-10-12,,2019-10-12,119.7,242.07,11.71,75.55,49.71,23.52,1.66,15.74,70.76,,,,295.0,
2019-10-12,,2019-10-12,86.88,143.98,26.73,35.11,36.8,,26.73,58.5,35.3,,,,458.0,
2019-10-12,,2019-10-12,82.73,150.62,23.16,46.79,68.58,20.61,1.22,13.51,37.99,7.25,,,171.0,
2019-10-12,,2019-10-12,12.52,9.11,0.52,1.65,0.71,1.69,0.2,3.83,14.36,0.34,0.29,,,
2019-10-12,,2019-10-12,27.24,57.7,10.02,23.66,20.7,11.18,1.33,9.46,45.3,,,,88.0,
2019-10-12,,2019-10-12,57.4,136.04,30.53,53.6,83.24,26.79,0.72,12.22,43.22,28.32,38.62,2.74,151.0,
2019-10-12,,2019-10-12,128.64,202.77,11.96,14.02,21.02,6.05,0.66,10.06,19.17,2.99,3.0,2.0,291.0,
2019-10-12,,2019-10-12,33.68,55.88,9.33,28.68,38.0,2.96,0.58,13.49,39.94,0.01,0.01,,69.0,
2019-10-12,,2019-10-12,96.83,220.76,8.68,9.42,,6.39,,29.06,30.85,,,,229.0,
2019-10-12,,2019-10-12,20.31,55.42,9.34,27.3,28.35,12.13,1.02,6.59,33.44,0.65,34.67,,74.0,
2019-10-12,,2019-10-12,39.12,69.06,5.93,24.73,17.97,14.14,0.77,10.8,34.82,0.71,8.37,0.13,83.0,
2019-10-12,,2019-10-12,70.48,170.32,35.78,65.52,88.16,70.18,1.58,13.66,46.63,5.56,15.38,,164.0,
2019-11-01,,2019-11-01,117.54,284.65,8.68,5.76,13.95,6.06,2.66,,6.22,0.0,,,308.0,
2019-11-01,,2019-11-01,211.01,317.78,100.51,105.53,188.16,25.53,1.24,17.27,41.86,22.38,42.17,,369.0,
2019-11-01,,2019-11-01,59.52,111.13,14.65,49.16,51.67,29.43,1.01,5.79,57.02,0.29,1.08,,126.0,
2019-11-01,,2019-11-01,121.81,193.4,11.17,100.16,62.36,8.62,0.96,10.56,24.73,0.1,0.15,0.1,302.0,
2019-11-01,,2019-11-01,312.38,,33.09,17.02,24.43,,3.15,28.05,63.65,5.11,28.46,21.31,455.0,
2019-11-01,,2019-11-01,63.93,99.11,2.49,8.32,6.46,6.82,0.0,35.33,83.38,,,,127.0,
2019-11-01,,2019-11-01,69.5,159.89,25.14,28.99,45.0,7.93,0.0,3.76,4.87,5.05,1.9,7.25,101.0,
2019-11-01,,2019-11-01,189.97,,46.48,67.86,72.65,36.73,1.16,8.36,17.19,0.12,1.59,,339.0,
2019-11-01,,2019-11-01,155.38,242.69,10.72,11.21,,6.37,,81.28,12.57,,,,335.0,
2019-11-01,,2019-11-01,76.38,,42.44,82.76,43.33,,42.44,70.61,59.68,4.12,32.37,7.02,711.0,
2019-11-01,,2019-11-01,85.51,240.04,77.9,47.07,124.97,,3.32,32.67,71.31,3.09,,,201.0,
2019-11-01,,2019-11-01,106.66,161.56,3.3,33.85,20.69,15.22,0.86,11.83,113.11,2.64,4.01,1.12,279.0,
2019-11-01,,2019-11-01,75.77,143.85,3.95,47.6,27.71,20.95,0.74,6.42,39.24,2.5,14.29,1.66,153.0,
2019-11-01,,2019-11-01,129.92,,8.0,13.7,21.07,64.09,0.9,15.08,48.29,0.14,2.6,,199.0,
2019-11-01,,2019-11-01,50.08,109.93,9.32,27.8,26.92,21.15,1.03,11.48,53.55,1.05,5.95,,126.0,
2019-11-01,,2019-11-01,129.34,199.63,19.92,26.6,43.04,47.04,3.0,15.67,7.77,0.1,,,267.0,
2019-11-01,,2019-11-01,179.83,321.81,95.96,69.1,100.88,,1.06,18.72,33.27,0.0,0.0,,313.0,
2019-11-01,,2019-11-01,278.95,432.2,118.55,76.71,151.4,56.53,2.9,20.03,35.61,10.0,73.38,1.44,401.0,
2019-11-02,,2019-11-02,74.5,119.5,3.19,17.12,11.14,16.46,0.66,10.22,39.91,0.01,0.02,,131.0,
2019-11-02,,2019-11-02,132.14,264.78,57.64,114.35,105.18,,0.66,4.96,23.12,0.0,0.0,,310.0,
2019-11-02,,2019-11-02,41.65,78.53,10.0,28.6,26.17,15.25,0.81,4.04,37.69,0.43,1.37,,80.0,
2019-11-02,,2019-11-02,41.63,133.64,14.03,18.15,32.18,5.83,0.01,4.66,16.8,2.56,1.81,1.52,132.0,
2019-11-02,,2019-11-02,101.67,261.7,39.3,34.5,73.67,,3.17,25.97,69.16,2.93,,,213.0,
2019-11-02,,2019-11-02,45.82,103.34,16.33,34.07,42.81,27.63,1.26,9.57,48.86,0.68,7.42,,115.0,
2019-11-02,,2019-11-02,90.05,161.6,25.58,87.23,112.75,30.21,0.75,14.16,34.89,2.14,5.18,,167.0,
2019-11-02,,2019-11-02,37.37,,5.19,10.27,15.46,65.78,1.04,26.99,31.72,0.03,1.04,,77.0,
2019-11-02,,2019-11-02,63.48,330.54,34.59,,28.62,7.61,2.2,11.08,9.31,0.0,,,278.0,
2019-11-02,,2019-11-02,59.05,124.13,3.08,28.13,17.47,12.39,0.68,4.38,65.86,1.2,2.11,0.17,126.0,
2019-11-02,,2019-11-02,46.91,,14.6,86.07,28.61,,14.6,51.46,51.3,4.05,32.32,6.92,343.0,
2019-11-02,,2019-11-02,32.65,60.12,0.9,9.33,5.5,4.81,0.85,5.14,46.91,,,,71.0,
2019-11-02,,2019-11-02,101.7,,13.14,44.08,37.8,35.53,0.98,8.57,29.79,0.05,0.19,,189.0,
2019-11-02,,2019-11-02,58.64,119.01,2.34,35.55,20.66,19.22,0.57,7.38,32.49,1.76,11.69,0.82,118.0,
2019-11-02,,2019-11-02,84.77,170.2,21.73,28.39,46.87,34.29,3.15,17.35,7.13,0.0,,,138.0,
2019-11-02,,2019-11-02,86.47,158.19,9.44,10.3,,6.32,,,12.16,,,,170.0,
2019-11-02,,2019-11-02,121.26,,22.73,96.35,38.74,,1.56,43.02,47.5,2.2,20.17,7.23,300.0,
2019-11-02,,2019-11-02,173.61,304.98,72.35,58.56,95.55,39.17,1.78,17.52,37.03,5.97,41.78,6.94,332.0,
2019-11-03,,2019-11-03,63.7,176.12,17.9,11.68,20.27,,0.26,3.85,42.08,0.0,0.0,,136.0,
2019-11-03,,2019-11-03,46.52,,17.55,48.97,21.43,,17.55,38.16,47.77,4.12,32.42,7.08,310.0,
2019-11-03,,2019-11-03,,,29.12,,25.61,7.32,3.18,29.1,11.93,0.0,,,,
2019-11-03,,2019-11-03,41.91,106.43,7.53,30.92,31.52,22.96,0.81,11.72,53.06,0.85,5.87,,96.0,
2019-11-03,,2019-11-03,114.03,,14.21,51.18,44.46,14.53,1.59,11.57,33.53,0.36,1.73,,222.0,
2019-11-03,,2019-11-03,21.22,93.11,16.6,42.49,36.09,7.21,0.83,17.44,9.42,1.53,2.28,0.46,74.0,
2019-11-03,,2019-11-03,96.84,,11.42,29.18,21.25,,1.43,34.38,75.13,1.64,16.48,5.9,244.0,
2019-11-03,,2019-11-03,29.97,70.94,0.9,5.95,3.73,3.76,0.75,9.61,56.11,,,,77.0,
2019-11-03,,2019-11-03,92.27,182.18,20.12,24.62,37.73,70.45,2.82,7.54,10.01,0.0,,,191.0,
2019-11-03,,2019-11-03,12.77,50.79,2.6,8.45,6.56,8.86,0.53,14.06,22.67,0.95,3.31,0.29,78.0,
2019-11-03,,2019-11-03,28.47,,13.69,18.38,25.53,10.33,0.77,9.82,17.53,0.0,0.77,,66.0,
2019-11-03,,2019-11-03,64.17,127.44,8.48,54.17,62.74,35.33,0.8,5.58,22.84,5.34,10.97,,101.0,
2019-11-03,,2019-11-03,124.94,213.84,33.84,17.73,74.55,23.91,1.31,23.78,37.83,3.21,,,267.0,
2019-11-03,,2019-11-03,37.63,63.42,11.26,10.68,21.68,8.38,0.67,2.35,27.01,2.14,2.1,5.47,85.0,
2019-11-03,,2019-11-03,36.59,95.23,5.19,29.5,19.8,12.63,0.41,4.82,26.75,0.9,5.38,0.61,92.0,
2019-11-03,,2019-11-03,34.4,79.55,4.31,21.93,19.58,13.93,0.75,6.11,55.52,0.79,3.12,,91.0,
2019-11-03,,2019-11-03,23.72,128.8,40.45,9.46,49.92,,1.67,7.23,46.22,0.58,,,127.0,
2019-11-03,,2019-11-03,82.17,205.43,27.71,52.91,53.94,30.69,1.24,18.44,42.09,4.35,28.53,0.47,190.0,
2019-11-03,,2019-11-03,85.43,159.49,9.34,9.72,,6.32,0.0,13.16,19.92,,,,226.0,
2019-11-04,,2019-11-04,,,,,,,,,,,,,86.0,
2019-11-04,,2019-11-04,36.29,63.16,5.04,26.02,31.06,16.09,0.52,2.6,19.43,4.63,9.4,,60.0,
2019-11-04,,2019-11-04,56.02,,9.88,16.66,28.5,1.74,1.08,6.87,13.58,0.03,3.43,,110.0,
2019-11-04,,2019-11-04,49.25,113.7,9.52,34.41,30.94,21.22,0.89,5.76,40.76,1.21,4.38,,112.0,
2019-11-04,,2019-11-04,53.6,157.93,12.67,22.5,27.18,24.0,0.85,15.36,69.9,1.14,5.55,,138.0,
2019-11-04,,2019-11-04,81.22,,65.1,44.75,67.79,,65.1,7.27,15.7,4.23,32.46,7.16,1121.0,
2019-11-04,,2019-11-04,30.06,107.91,17.81,23.7,32.56,56.28,2.4,7.58,12.15,0.0,,,,
2019-11-04,,2019-11-04,46.71,162.61,13.82,15.61,21.8,6.43,1.37,25.03,8.7,0.0,,,119.0,
2019-11-04,,2019-11-04,27.02,59.77,0.78,3.83,2.65,2.6,0.85,1.15,58.07,,,,83.0,
2019-11-04,,2019-11-04,70.14,129.73,8.84,9.7,,6.28,,6.88,11.34,,,,105.0,
2019-11-04,,2019-11-04,70.25,204.19,29.03,47.54,53.99,34.96,1.21,21.51,48.59,3.28,32.83,0.84,196.0,
2019-11-04,,2019-11-04,99.92,,10.02,41.73,29.32,19.17,1.36,7.25,48.94,0.27,1.95,,197.0,
2019-11-04,,2019-11-04,17.17,64.97,29.93,15.32,45.25,,1.74,22.99,20.81,0.32,,,92.0,
2019-11-04,,2019-11-04,15.91,33.28,0.46,2.04,0.86,3.7,0.4,13.09,33.05,0.63,1.54,0.12,64.0,
2019-11-04,,2019-11-04,82.16,194.48,78.05,8.56,79.67,,0.26,5.1,27.93,0.02,0.0,,194.0,
2019-11-04,,2019-11-04,31.45,73.52,3.62,29.76,18.56,12.4,0.51,8.56,32.91,4.19,10.04,0.84,87.0,
2019-11-04,,2019-11-04,59.64,,12.74,61.67,23.7,,1.23,41.13,83.29,1.55,17.45,5.54,136.0,
2019-11-04,,2019-11-04,53.68,81.89,16.13,17.4,32.6,11.7,0.94,,31.66,4.25,2.14,7.71,97.0,
2019-11-04,,2019-11-04,66.63,135.87,29.45,18.87,68.61,17.3,1.03,21.65,36.44,1.73,,,114.0,
2019-11-05,,2019-11-05,73.39,,21.66,20.79,21.36,,1.22,35.46,70.82,1.62,12.78,5.39,200.0,
2019-11-05,,2019-11-05,65.3,,56.45,52.6,61.02,116.71,1.03,7.0,30.18,0.0,0.0,,126.0,
2019-11-05,,2019-11-05,23.05,38.97,1.92,9.44,13.27,7.66,0.43,19.7,55.16,0.4,,,73.0,
2019-11-05,,2019-11-05,38.56,156.87,35.94,11.91,38.64,8.08,1.66,26.57,4.27,0.0,,,155.0,
2019-11-05,,2019-11-05,93.87,135.68,13.96,15.08,25.84,30.65,1.07,27.27,19.58,4.58,2.21,9.82,244.0,
2019-11-05,,2019-11-05,57.35,126.72,11.48,24.88,31.18,21.73,0.78,8.5,45.79,0.36,4.96,,138.0,
2019-11-05,,2019-11-05,107.3,299.61,18.44,17.82,29.2,,0.57,27.8,50.92,0.0,0.0,,249.0,
2019-11-05,,2019-11-05,40.38,93.84,6.49,27.17,24.4,17.05,0.97,3.64,48.35,1.08,3.39,,105.0,
2019-11-05,,2019-11-05,67.45,191.22,,,0.0,,0.0,,,0.0,,,224.0,
2019-11-05,,2019-11-05,19.17,54.42,1.41,5.04,2.85,2.59,0.82,1.81,40.41,,,,59.0,
2019-11-05,,2019-11-05,48.29,136.64,1.98,27.81,16.23,20.92,0.72,9.88,47.78,3.01,28.16,5.02,121.0,
2019-11-05,,2019-11-05,35.5,98.4,1.74,19.29,11.72,6.98,0.59,17.83,49.82,0.33,1.68,0.12,106.0,
2019-11-05,,2019-11-05,55.4,121.13,3.03,13.92,16.95,9.62,0.47,1.57,37.14,3.52,9.18,,117.0,
2019-11-05,,2019-11-05,49.08,163.64,5.63,11.09,10.49,3.62,0.87,3.19,25.23,2.72,4.09,0.79,140.0,
2019-11-05,,2019-11-05,82.16,,7.72,32.83,23.28,16.54,1.61,9.18,31.5,1.18,88.46,,210.0,
2019-11-05,,2019-11-05,101.83,289.05,14.21,42.02,35.69,30.12,1.15,21.6,62.02,3.21,24.68,0.25,266.0,
2019-11-05,,2019-11-05,,191.93,8.11,7.53,,6.6,2.14,,33.06,,,,160.0,
2019-11-05,,2019-11-05,12.96,45.38,32.79,19.48,52.27,,1.78,24.31,16.01,0.25,,,93.0,
2019-11-05,,2019-11-05,,,,,0.0,,,,,0.0,0.0,0.0,,
2019-11-06,,2019-11-06,37.53,113.19,8.34,49.11,32.91,3.74,0.74,14.49,24.99,5.61,13.34,3.17,99.0,
2019-11-06,,2019-11-06,72.91,,12.28,20.28,22.17,29.95,0.71,8.01,49.19,0.86,2.8,,173.0,
2019-11-06,,2019-11-06,33.97,107.59,15.38,135.26,83.52,,15.38,100.23,90.29,7.91,123.47,49.93,348.0,
2019-11-06,,2019-11-06,13.91,48.33,3.61,24.16,15.86,4.78,0.37,14.02,44.59,0.08,1.26,0.12,61.0,
2019-11-06,,2019-11-06,118.38,487.77,44.64,49.86,65.68,32.16,1.41,13.52,39.96,3.41,31.38,0.34,315.0,
2019-11-06,,2019-11-06,,,,,,,,,,,,,39.0,
2019-11-06,,2019-11-06,18.13,50.39,22.23,28.04,50.27,18.1,0.7,9.34,30.22,3.18,,,90.0,
2019-11-06,,2019-11-06,47.08,112.71,7.9,28.64,31.34,45.81,0.61,10.63,52.39,0.53,2.6,,125.0,
2019-11-06,,2019-11-06,12.39,38.63,2.03,19.18,11.83,9.94,0.36,5.11,38.66,0.34,5.28,0.15,60.0,
2019-11-06,,2019-11-06,52.66,139.95,6.43,18.81,20.88,38.31,3.16,6.98,39.35,0.0,,,,
2019-11-06,,2019-11-06,37.45,154.65,32.5,8.58,39.41,8.4,1.12,23.17,9.55,0.0,,,121.0,
2019-11-06,,2019-11-06,40.7,,6.58,2.39,4.61,,1.29,40.63,113.46,1.4,8.71,6.0,182.0,
2019-11-06,,2019-11-06,51.79,,13.97,27.66,25.92,33.45,1.31,4.02,57.29,0.1,0.81,,116.0,
2019-11-06,,2019-11-06,25.53,41.4,4.31,13.11,21.11,10.74,0.53,10.42,3.18,0.34,,,41.0,
2019-11-06,,2019-11-06,224.58,,38.71,50.08,54.3,,0.29,9.99,38.56,0.0,0.0,,348.0,
2019-11-06,,2019-11-06,50.27,146.22,53.67,22.83,64.27,39.57,0.69,22.77,24.11,5.44,2.23,9.93,113.0,
2019-11-06,,2019-11-06,,,,,,,,,,,,,,
2019-11-06,,2019-11-06,11.32,30.88,5.87,16.85,20.4,13.18,0.72,4.58,36.82,0.21,0.8,,50.0,
2019-11-06,,2019-11-06,31.04,58.4,17.04,14.17,31.43,5.64,0.36,1.6,37.01,3.39,7.21,3.39,70.0,
2019-11-07,,2019-11-07,60.87,154.12,49.82,27.4,42.48,24.11,0.24,7.78,23.29,3.11,0.82,10.43,146.0,
2019-11-07,,2019-11-07,23.49,61.32,6.71,24.25,24.61,11.9,0.84,7.22,31.66,0.63,2.06,,86.0,
2019-11-07,,2019-11-07,25.62,106.83,10.77,34.25,26.97,7.96,0.63,7.67,9.32,4.2,7.9,2.76,108.0,
2019-11-07,,2019-11-07,24.32,49.88,1.13,6.3,8.58,2.55,0.82,0.96,33.61,,,,62.0,
2019-11-07,,2019-11-07,101.83,327.81,9.25,9.77,11.87,,0.49,7.17,27.49,2.0,6.01,,258.0,
2019-11-07,,2019-11-07,76.99,352.26,15.0,29.87,29.36,32.06,0.97,9.64,29.84,2.04,20.77,1.05,300.0,
2019-11-07,,2019-11-07,11.0,49.5,28.42,10.58,37.52,8.24,0.41,7.28,12.22,2.11,,,67.0,
2019-11-07,,2019-11-07,38.05,50.06,11.61,18.12,29.73,31.08,1.16,9.78,21.53,0.04,0.36,,62.0,
2019-11-07,,2019-11-07,11.17,25.03,5.24,26.2,18.29,2.44,0.34,23.89,26.88,0.2,1.2,0.11,40.0,
2019-11-07,,2019-11-07,15.95,89.91,28.91,5.64,34.56,7.78,1.35,31.65,0.89,0.0,,,99.0,
2019-11-07,,2019-11-07,25.18,34.16,7.07,9.97,22.29,12.28,0.52,10.41,17.9,0.17,,,64.0,
2019-11-07,,2019-11-07,43.48,116.84,37.34,103.67,93.15,,37.34,91.4,30.35,6.3,80.04,1.48,575.0,
2019-11-07,,2019-11-07,22.96,,11.72,37.84,24.83,,0.7,45.34,52.73,0.58,3.8,2.89,78.0,
2019-11-07,,2019-11-07,16.54,39.46,2.57,12.01,7.99,8.42,0.35,5.19,16.63,0.17,0.79,0.04,40.0,
2019-11-07,,2019-11-07,23.11,55.16,2.26,12.06,8.65,39.82,1.87,2.16,8.4,2.05,,,98.0,
2019-11-07,,2019-11-07,41.57,,8.85,27.09,21.44,21.25,1.06,3.03,15.33,0.35,1.95,,92.0,
2019-11-07,,2019-11-07,46.92,113.69,8.69,20.48,24.92,13.75,0.62,9.98,29.47,0.21,2.71,,120.0,
2019-11-07,,2019-11-07,,,,,,,,,,,,,,
2019-11-07,,2019-11-07,28.7,56.45,26.66,21.13,40.14,28.25,0.46,5.54,26.62,12.5,10.17,3.0,64.0,
